first_input,second_input,output,real
baby dinosaur,egg,dinosaur,TRUE
swampasaurus,baby dinosaur,dinosaur,TRUE
treasure,sea,pirate,TRUE
treasure,boulder,pirate,TRUE
cruise,pirate ship,pirate,TRUE
money,treasure,pirate,TRUE
pirate ship,captain,pirate,TRUE
captain,captain,pirate,TRUE
captain,Captain Hook,pirate,TRUE
treasure,gold,pirate,TRUE
fisherman,captain,pirate,TRUE
mermaid,treasure,pirate,TRUE
captain,human,pirate,TRUE
ring,dust,hobbit,TRUE
wizard,ring,hobbit,TRUE
king,dwarf,hobbit,TRUE
ring,dragon,hobbit,TRUE
god,Mars,war,TRUE
religion,religion,war,TRUE
love,god,angel,TRUE
cupid,god,angel,TRUE
archangel,archangel,angel,TRUE
seraph,cherub,angel,TRUE
archangel,cherub,angel,TRUE
cherub,cherub,angel,TRUE
cherub,cupid,angel,TRUE
paradise,heaven,angel,TRUE
god,heaven,angel,TRUE
love,human,angel,TRUE
life,human,angel,TRUE
soul,human,angel,TRUE
David,Michelangelo,statue,TRUE
liberty,America,statue,TRUE
acid rain,acid,rain,TRUE
banknote,counterfeit,money,TRUE
gold,gold bar,money,TRUE
mine,gold,money,TRUE
Disney,magic,money,TRUE
dirt,muddy wine,mud,TRUE
love,dirt,mud,TRUE
swamp,quicksand,mud,TRUE
Jack,love,queen,TRUE
Jack,marriage,queen,TRUE
king,castle,queen,TRUE
love,king,queen,TRUE
king,palace,queen,TRUE
prince,king,queen,TRUE
royalty,king,queen,TRUE
love,marriage,divorce,TRUE
marriage,queen,divorce,TRUE
wedding,marriage,divorce,TRUE
marriage,marriage,divorce,TRUE
Michael Jackson,marriage,divorce,TRUE
moon,baby,werewolf,TRUE
queen,moon,werewolf,TRUE
wolfman,wolfman,werewolf,TRUE
twilight,moon,werewolf,TRUE
moon,lunatic,werewolf,TRUE
lunatic,werewolf,werewolf,TRUE
prince,wolfman,werewolf,TRUE
Cinderella,love,prince,TRUE
queen,princess,prince,TRUE
frog,kiss,prince,TRUE
kiss,love,prince,TRUE
kiss,princess,prince,TRUE
Adam,Cinderella,prince,TRUE
pegasus,pegasus,unicorn,TRUE
saint,pegasus,unicorn,TRUE
cruise,ship,Titanic,TRUE
cruise,iceberg,Titanic,TRUE
cruise,love,Titanic,TRUE
Jack,rose,Titanic,TRUE
captain,iceberg,Titanic,TRUE
cruise,captain,Titanic,TRUE
steamboat,tornado,Titanic,TRUE
sink,iceberg,Titanic,TRUE
steamboat,iceberg,Titanic,TRUE
lake,Loch Ness,monster,TRUE
Loch Ness,Nessie,monster,TRUE
Frankenstein,bride,monster,TRUE
love,baby,family,TRUE
human,human,family,TRUE
Frankenstein,haunted house,monster,TRUE
fairy,queen,princess,TRUE
prince,kiss,princess,TRUE
romance,castle,princess,TRUE
Adam,Frankenstein,monster,TRUE
chai,chai,tea,TRUE
coral reef,cactus,desert,TRUE
cactus,cactus,desert,TRUE
thunder,god,Zeus,TRUE
Jupiter,Titan,Zeus,TRUE
thunder,human,Zeus,TRUE
black dwarf,galaxy,black hole,TRUE
black hole,black dwarf,black hole,TRUE
dark matter,human,black hole,TRUE
leviathan,sea monster,kraken,TRUE
mud,baby,baby,TRUE
cosmos,cosmos,star,TRUE
rich,Midas,gold,TRUE
gold,Midas,gold,TRUE
Midas,Midas,gold,TRUE
dragon,treasure,gold,TRUE
mountain,mine,gold,TRUE
mine,money,gold,TRUE
multiverse,solar system,universe,TRUE
galaxy,cosmos,universe,TRUE
multiverse,multiverse,universe,TRUE
king,king,castle,TRUE
fortress,wall,castle,TRUE
palace,kingdom,castle,TRUE
kingdom,king,castle,TRUE
counterfeit,money,prison,TRUE
drawing,painting,art,TRUE
painting,painting,art,TRUE
Statue of Liberty,America,freedom,TRUE
nymph,echo,siren,TRUE
mermaid,human,siren,TRUE
river,nymph,siren,TRUE
ammonite,human,fossil,TRUE
rebirth,queen,phoenix,TRUE
coral bouquet,coral flytrap,coral,TRUE
coral flytrap,coral vase,coral,TRUE
red spot,ring,Jupiter,TRUE
cruise,Titanic,iceberg,TRUE
captain,Titanic,iceberg,TRUE
Titanic,sink,iceberg,TRUE
steamboat,Titanic,iceberg,TRUE
ring,planet,Saturn,TRUE
ring,Jupiter,Saturn,TRUE
planet,Titan,Saturn,TRUE
Uranus,Titan,Saturn,TRUE
Pluto,Titan,Saturn,TRUE
vinegar,cider,wine,TRUE
human,cure,doctor,TRUE
Neptune,Uranus,Pluto,TRUE
Neptune,planet,Pluto,TRUE
Mars,Neptune,Pluto,TRUE
Jupiter,Neptune,Pluto,TRUE
Saturn,Neptune,Pluto,TRUE
Uranus,plutonium,Pluto,TRUE
party,reception,wedding,TRUE
prince,Cinderella,wedding,TRUE
bridezilla,disaster,wedding,TRUE
prison,love,wedding,TRUE
bride,bride,wedding,TRUE
bride,bridezilla,wedding,TRUE
bouquet,bride,wedding,TRUE
Aquaman,planet,Superman,TRUE
street lamp,snowman,yeti,TRUE
king,yeti,yeti,TRUE
snowboard,abominable snowman,yeti,TRUE
street lamp,abominable snowman,yeti,TRUE
chai,abominable snowman,yeti,TRUE
snowman,frostbite,snow,TRUE
love,ring,marriage,TRUE
love,honeymoon,marriage,TRUE
Jack,queen,marriage,TRUE
love,queen,marriage,TRUE
wedding,honeymoon,marriage,TRUE
bride,wedding,marriage,TRUE
Zeus,god,thunder,TRUE
Thor,Thor,thunder,TRUE
love,Thor,thunder,TRUE
Thor,lightning,thunder,TRUE
Thor,Zeus,thunder,TRUE
vampire,Dracula,bat,TRUE
brick,tile,wall,TRUE
calamari,Squidward,squid,TRUE
riddle,Oedipus,sphinx,TRUE
riddle,mystery,sphinx,TRUE
pharaoh,pharaoh,sphinx,TRUE
human,sphinx,sphinx,TRUE
honeymoon,bonfire,campfire,TRUE
camping,camping,campfire,TRUE
honeymoon,s'mores,campfire,TRUE
s'mores,camping,campfire,TRUE
party,s'mores,campfire,TRUE
s'mores,fire,campfire,TRUE
quagmire,queen,quagmire,TRUE
jungle,Tarzan,monkey,TRUE
baby dinosaur,dinosaur,t-rex,TRUE
Pluto,king,Hades,TRUE
twilight,twilight,night,TRUE
Treebeard,Ariel,Ent,TRUE
Treebeard,tree,Ent,TRUE
love,Treebeard,Ent,TRUE
tree,king,Ent,TRUE
forest,Treebeard,Ent,TRUE
soul,spirit,ghost,TRUE
spirit,spirit,ghost,TRUE
werewolf,haunted house,ghost,TRUE
frog sushi,salt,frog,TRUE
Kermit,muppet,frog,TRUE
human,apple,Adam,TRUE
Adam,Adam,Adam,TRUE
cure,hangover,alcohol,TRUE
frostbite,frostbite,ice,TRUE
honeycomb,beehive,honey,TRUE
beehive,bee,honey,TRUE
honeycomb,bee,honey,TRUE
mead,mead,honey,TRUE
castle,metropolis,city,TRUE
town,metropolis,city,TRUE
Thor,thunder,lightning,TRUE
queen,dryad,nymph,TRUE
cactus,clay,pottery,TRUE
baby,baby,child,TRUE
tea,cure,medicine,TRUE
fruit,cure,medicine,TRUE
baby,human,child,TRUE
cactus,mud,clay,TRUE
mud,dirt,clay,TRUE
Adam,monster,Frankenstein,TRUE
bridezilla,wedding,disaster,TRUE
atlantis,muppet,Kermit,TRUE
frog,muppet,Kermit,TRUE
dirt,pirate,treasure,TRUE
cosmos,universe,galaxy,TRUE
hangover,baby,hangover,TRUE
cure,wine,hangover,TRUE
alcohol,cure,hangover,TRUE
Cthulhu,squid,Cthulhu,TRUE
Cthulhu,leviathan,Cthulhu,TRUE
Cthulhu,salt,Cthulhu,TRUE
sea monster,kraken,Cthulhu,TRUE
Cthulhu,Cthulhu,Cthulhu,TRUE
kraken,Cthulhu,Cthulhu,TRUE
Cthulhu,king,Cthulhu,TRUE
sea monster,Cthulhu,Cthulhu,TRUE
ring,ring,crown,TRUE
pharaoh,sphinx,pyramid,TRUE
counterfeit,prison,jail,TRUE
prison,prison,jail,TRUE
prison,wedding,jail,TRUE
wall,prison,jail,TRUE
fence,prison,jail,TRUE
cactus,pottery,vase,TRUE
double rainbow,double rainbow,rainbow,TRUE
apple,apple orchard,cider,TRUE
cider,brandy,cider,TRUE
apple orchard,apple juice,cider,TRUE
apple,vinegar,cider,TRUE
apple juice,apple,cider,TRUE
yeti,snowboard,abominable snowman,TRUE
street lamp,yeti,abominable snowman,TRUE
yeti,chai,abominable snowman,TRUE
human,yeti,abominable snowman,TRUE
cruise,pirate,captain,TRUE
pirate ship,pirate,captain,TRUE
pirate,steamboat,captain,TRUE
pirate,human,captain,TRUE
monster,bridezilla,bride,TRUE
ring,earth,dirt,TRUE
ring,dirt,dirt,TRUE
river,swamp,marsh,TRUE
Titanic,Jack,rose,TRUE
cactus,moon,cactus,TRUE
sharktopusnado,sharknado,sharktopus,TRUE
queen,bomb,terrorist,TRUE
Viking ship,longboat,pirate ship,TRUE
Viking ship,Titanic,pirate ship,TRUE
pirate ship,pirate ship,pirate ship,TRUE
dragon,sea monster,leviathan,TRUE
angel,religion,Christianity,TRUE
archangel,god,Jesus,TRUE
angel,god,Jesus,TRUE
Tarzan,Tarzan,jungle,TRUE
Statue of Liberty,bull,minotaur,TRUE
sugar,sweet,candy,TRUE
lollipop,lollipop,candy,TRUE
sharktopus,human,sharktopus,TRUE
city,human,citizen,TRUE
enlightenment,nirvana,Buddha,TRUE
cherub,angel,cupid,TRUE
human,angel,cupid,TRUE
cruise,cruise,cruise,TRUE
sharktopusnado,dust storm,sharknado,TRUE
Titan,Titan,Titan,TRUE
caramel,moon,eclipse,TRUE
Manhattan,Manhattan,New York,TRUE
tea,human,teapot,TRUE
rain,acid,pollution,TRUE
ark,ark,ship,TRUE
cancer,wood,crab,TRUE
hermit crab,crab,crab,TRUE
crab king,crab,crab,TRUE
crabstick,sushi,crab,TRUE
love,Tinkerbell,Peter Pan,TRUE
Captain Hook,pirate,Peter Pan,TRUE
fairy,Tinkerbell,Peter Pan,TRUE
yin yang,Tao,yin yang,TRUE
universe,Tao,yin yang,TRUE
genie,Captain Hook,Peter Pan,TRUE
Loch Ness,dragon,Nessie,TRUE
monster,Loch Ness,Nessie,TRUE
god,Loch Ness monster,Nessie,TRUE
cancer,crab,cancer,TRUE
campfire,s'mores,camping,TRUE
steam train,lighthouse,time travel,TRUE
rocket,UFO,alien,TRUE
UFO,UFO,alien,TRUE
space ship,UFO,alien,TRUE
space station,UFO,alien,TRUE
wine,Dracula,blood,TRUE
money,richer,rich,TRUE
honeymoon,honeymoon,honeymoon,TRUE
cactus,desert,oasis,TRUE
lamp,street lamp,light,TRUE
fish tank,fish tank,aquarium,TRUE
Valentine,Mars,heart,TRUE
Valentine,love,heart,TRUE
cupid,love,heart,TRUE
cupid,cupid,heart,TRUE
heart,heart,heart,TRUE
art,love,heart,TRUE
tile,love,heart,TRUE
temple,religion,church,TRUE
religion,god,church,TRUE
ceramic,tile,mosaic,TRUE
art,tile,mosaic,TRUE
Lincoln,Lincoln,Lincoln,TRUE
Captain Hook,Captain Hook,Captain Hook,TRUE
pirate,captain,Captain Hook,TRUE
bride,marriage,wife,TRUE
coral bouquet,coral,coral reef,TRUE
paper,bookshelf,book,TRUE
bookshelf,library,book,TRUE
paper,library,book,TRUE
narwhalicorn,unicorn,narwhal,TRUE
ambergris,kraken,perfume,TRUE
Michael Jackson,Michael Jackson,Michael Jackson,TRUE
human,abominable yeti,Bigfoot,TRUE
cow,milk,cheese,TRUE
milk,milk,cheese,TRUE
honey,honeycomb,bee,TRUE
beehive,honey,bee,TRUE
beehive,beehive,bee,TRUE
hive,beehive,bee,TRUE
honey,mummy,bee,TRUE
sword,king,knight,TRUE
hay fever,hay,sneeze,TRUE
Cinderella,Cinderella,Cinderella,TRUE
real boy,campfire,Pinocchio,TRUE
puppet,campfire,Pinocchio,TRUE
Viking,Viking ship,Viking,TRUE
longboat,pirate ship,Viking,TRUE
universe,god,creation,TRUE
forest,camping,bear,TRUE
commandments,statue,Moses,TRUE
Titanic,pirate ship,Pirates of the Caribbean,TRUE
god,swamp,Loch Ness monster,TRUE
god,Nessie,Loch Ness monster,TRUE
freedom,liberty,America,TRUE
America,America,America,TRUE
Statue of Liberty,freedom,America,TRUE
salt lick,milk,butter,TRUE
money,prison,bribe,TRUE
cider,human,drunk,TRUE
spell,spell,magic,TRUE
spell,witch,magic,TRUE
witch,wizard,magic,TRUE
wizard,spell,magic,TRUE
Mickey Mouse,Minnie Mouse,mouse,TRUE
wormhole,time travel,time machine,TRUE
time travel,time travel,time machine,TRUE
time travel,engine,time machine,TRUE
king,pyramid,pharaoh,TRUE
kingdom,Egypt,pharaoh,TRUE
boom,bomb,explosion,TRUE
Venus,god,Aphrodite,TRUE
Hercules,love,Aphrodite,TRUE
Venus,Titan,Aphrodite,TRUE
cactus,vase,pot,TRUE
camping,campfire,s'mores,TRUE
honeymoon,campfire,s'mores,TRUE
s'mores,s'mores,s'mores,TRUE
park,camping,campground,TRUE
garden,zoo,park,TRUE
prayer,religion,faith,TRUE
worship,religion,faith,TRUE
honeycomb,honeycomb,beehive,TRUE
Goliath,engineer,David,TRUE
tile,tile,floor,TRUE
cuttlefishosaurus,cuttlefish,cuttlefish,TRUE
zoo,zoo,safari,TRUE
park,zoo,safari,TRUE
Manhattan,New York,Empire State Building,TRUE
Jack,Jack,Jack,TRUE
bog wizard,muddy wizard,swamp wizard,FALSE
witch,magic,spell,TRUE
Titanic,human,Jack,TRUE
river,geyser,waterfall,TRUE
echo,echo,cave,TRUE
pyramid,pharaoh,tomb,TRUE
black,black,black,TRUE
farmer,farmer,village,TRUE
Hercules,Hercules,Hercules,TRUE
apple,Aphrodite,Eve,TRUE
human,Adam,Eve,TRUE
Adam,apple,Eve,TRUE
monastery,Buddha,monk,TRUE
Viking ship,Viking ship,Viking ship,TRUE
boat,cruise,vacation,TRUE
Viking,pirate ship,longboat,TRUE
apple orchard,apple orchard,apple orchard,TRUE
bomb,bomb,bomb,TRUE
snowfish,icefish,icecream,TRUE
narcissus,daffodil,narcissus,TRUE
echo,siren,narcissus,TRUE
cow,cured meat,sausage,TRUE
ash,coca-cola,coke,TRUE
soda,coca-cola,coke,TRUE
soda,pop,coke,TRUE
pop,pop,soda,TRUE
cured meat,cured meat,meat,TRUE
salt,cured meat,ham,TRUE
sphinx,Oedipus,riddle,TRUE
mystery,sphinx,riddle,TRUE
vinegar,vinegar,acid,TRUE
acid,acid,acid rain,TRUE
dust,dust bunny,dust bunny,TRUE
dust bunny,dust bunny,dust bunny,TRUE
sea monster,sea monster,sea monster,TRUE
Loch Ness monster,sea monster,sea monster,TRUE
love,passion,romance,TRUE
love,summer,romance,TRUE
bird,egg,omelette,TRUE
saint,archangel,seraph,TRUE
cure,cure,potion,TRUE
baby,octopus,octopus,TRUE
dragon egg,sea dragon egg,sea dragon,TRUE
sea dragon,sea dragon egg,sea dragon,TRUE
sea dragon egg,sea dragon egg,sea dragon,TRUE
Captain Nemo,boulder,Nautilus,TRUE
pegasus,unicorn,alicorn,TRUE
venus flytrap,Little Shop Of Horrors,Audrey II,TRUE
sword,longsword,katana,TRUE
river,volcano,geyser,TRUE
dark energy,dark energy,dark matter,TRUE
dark matter,dark energy,dark matter,TRUE
black hole,dark energy,dark matter,TRUE
spa,spa,hot spring,TRUE
dragon,hydra,hydra,TRUE
hydra,hydra,hydra,TRUE
steamboat,captain,steamboat,TRUE
Zeus,Hercules,hero,TRUE
ring,water,fountain,TRUE
train,human,hobo,TRUE
angel,cupid,cherub,TRUE
apple orchard,cider,apple cider,TRUE
apple juice,apple juice,apple juice,TRUE
brandy,brandy,brandy,TRUE
archangel,seraph,cherub,TRUE
herd,herd,flock,TRUE
swarm,herd,flock,TRUE
drawing,art,painting,TRUE
pencil,art,drawing,TRUE
blizzard,snowmageddon,snowpocalypse,TRUE
snowpocalypse,snowmageddon,snowzilla,TRUE
narcissus,echo,echo,TRUE
echo,cave,echo,TRUE
painting,art,artist,TRUE
bookshelf,book,library,TRUE
bookshelf,bookshelf,library,TRUE
metropolis,metropolis,megalopolis,TRUE
city,metropolis,megalopolis,TRUE
bridezilla,bridezilla,bridezilla,TRUE
coral vase,coral,coral vase,TRUE
coral vase,coral vase,coral vase,TRUE
vase,coral vase,coral vase,TRUE
tree,bird,nest,TRUE
bull,bull,ox,TRUE
flood,ark,Noah,TRUE
ark,ship,Noah,TRUE
eskimo,eskimo,igloo,TRUE
snow house,snow house,igloo,TRUE
swamping,lake,Loch Ness,TRUE
Loch Ness,Loch Ness,Loch Ness,TRUE
mermaid,prison,jailbait,TRUE
Aquaman,Aquaman,Aquaman,TRUE
monster,bride,bridezilla,TRUE
treasure,pirate,chest,TRUE
treasure,treasure,chest,TRUE
Mars,Titan,Olympus,TRUE
Tarzan,water,swimming,TRUE
prison,freedom,parole,TRUE
steam robot,steam golem,steam engine,TRUE
river,mermaid,naiad,TRUE
lighthouse,time travel,Tardis,TRUE
mine,mine,mine,TRUE
Ent,Dracula,treant,TRUE
dark night,night,darker night,TRUE
tree,queen,dryad,TRUE
Kermit the Frog,boiling frog,frog prince,TRUE
sharktopus,sharktopusnado,sharktopusnado,FALSE
sharktopusnado,sharktopusnado,sharktopusnado,FALSE
love,romance,Valentine,TRUE
heart,Mars,Valentine,TRUE
heart,love,Valentine,TRUE
tea-rex,tea storm,tea-rex storm,FALSE
black hole,time travel,time paradox,TRUE
vinegar,wine,balsamic vinegar,TRUE
wine,brandy,cognac,TRUE
bomb,explosion,boom,TRUE
fish,icefish,icefish,TRUE
icefish,icefish,icefish,TRUE
Tao,Tao,Tao,TRUE
paper,art,origami,TRUE
art,art,masterpiece,TRUE
snowmageddon,snowmageddon,snowmageddon,TRUE
coca-cola,coca-cola,coca-cola,TRUE
cow,bull,calf,TRUE
salt lick,caramel,caramel apple,TRUE
library,library,bookshelf,TRUE
tile,house,roof,TRUE
Aphrodite,marriage,adultery,TRUE
apple pie,apple,apple pie,TRUE
apple pie,apple pie,apple pie,TRUE
dragon,dragon-rex,dragon-rex,FALSE
dragon-rex,dragon-rex,dragon-rex,FALSE
dragon-rex,t-rex,dragon-rex,FALSE
fairy,pixie,Tinkerbell,TRUE
Aphrodite,love,Eros,TRUE
Aphrodite,Mars,Eros,TRUE
muppet,muppet,muppet,TRUE
Kermit the Frog,Kermit the Frog,Kermit the Frog,TRUE
Kermit the Frog,Kermit,Kermit the Frog,TRUE
snowboard,surf,snowboard,TRUE
vampire,twilight,Edward,TRUE
Squidward,Squidward,Squidward,TRUE
squid,Squidward,Squidward,TRUE
freedom,freedom,liberty,TRUE
dragon,Tiamat,Bahamut,TRUE
stake,stake,fence,TRUE
monster,Michael Jackson,thriller,TRUE
baked apple,human,pie,TRUE
Michael Jackson,human,thriller,TRUE
New York,human,taxi,TRUE
Ent,bird,eagle,TRUE
mummy,mummy,sarcophagus,TRUE
garlic,vampire,dinner,TRUE
pharaoh,mummy,Tutankhamun,TRUE
wizard,cupid,love potion,TRUE
rice paddy,rice field,rice,TRUE
rice paddy,rice,rice,TRUE
Lincoln,money,penny,TRUE
kraken,tea-rex,tea-kraken,FALSE
steam robot,steam robot,steam robot,TRUE
ring,wind,windmill,TRUE
baby,werewolf,werebaby,FALSE
herd,flock,herd,TRUE
Viking ship,pirate ship,pirate Viking,FALSE
multiverse,universe,multiverse,TRUE
richer,rich,richest,TRUE
richer,richer,richest,TRUE
swamp,swamping,swamping,TRUE
wedding,swamping,swamping,TRUE
Oedipus,Oedipus,Oedipus,TRUE
sodium,pop,soda pop,TRUE
book,library,knowledge,TRUE
fish,Pisces,Aquarius,TRUE
hay,hay,straw,TRUE
rainbow,double rainbow,double rainbow,TRUE
monster,dust bunny,dust monster,TRUE
rapture,party,raptor,TRUE
Lincoln,vampire,Abraham Lincoln: Vampire Hunter,TRUE
cancer,cigarette,lung cancer,TRUE
Captain Hook,yin yang,Captain Yin,TRUE
pirate,Captain Nemo,Captain Nemo,TRUE
twilight,night,dusk,TRUE
smoker,cancer,lung cancer,TRUE
trident,trident,Poseidon's trident,TRUE
Aquaman,Poseidon,trident,TRUE
New York,America,Empire State,TRUE
Tiamat,Tiamat,Tiamat,TRUE
Saturn,Titan,Rhea,TRUE
plutonium,plutonium,plutonium,TRUE
Pluto,plutonium,plutonium,TRUE
dark,black,darker,TRUE
long,Pinocchio,nose,TRUE
narwhal,narwhalicorn,narwhalicorn,FALSE
narwhalicorn,narwhalicorn,narwhalicorn,FALSE
Audrey II,Little Shop Of Horrors,Seymour,TRUE
Audrey II,Audrey Iii,Seymour,TRUE
alien,UFO,abduction,TRUE
moon,Michael Jackson,moonwalk,TRUE
car,sand,dune buggy,TRUE
garlic,garlic,garlic,TRUE
gold bar,money,bank,TRUE
longsword,longsword,greatsword,TRUE
love,bird,dove,TRUE
pharaoh,sun,Ra,TRUE
nose,marriage,nose ring,TRUE
sun,summer,heat,TRUE
wedding,reception,reception,TRUE
rice paddy,rice paddy,rice field,TRUE
human,Jack,jack-in-the-box,TRUE
mosesushi,sushi,mosesushi,FALSE
Cheshire Cat,lighthouse,Alice,TRUE
Cheshire Cat,earthquake,Alice,TRUE
Flying Fisherman,flying fish,Flying Fisherman,FALSE
lollipop,fog,cotton candy,TRUE
sugar,fog,cotton candy,TRUE
frog sushi,Kermit,frog sushi,FALSE
muddy monk,wind,dusty monk,FALSE
monastery,monk,monastery,TRUE
Goliath,David,slingshot,TRUE
cactus,rose,thorn,TRUE
tea-rex,onyx,onyx-rex,FALSE
pengdra,sea serpent,pengdra,FALSE
pengdra,kraken,pengkraken,FALSE
nirvana,nirvana,nirvana,TRUE
Zeus,queen,Hera,TRUE
mystery,mystery,[question marks],TRUE
daffodil,daffodil,daffodil,TRUE
cancer,cancer,tumor,TRUE
America,freedom,guns,TRUE
steam train,time travel,time train,TRUE
Audrey Iii,Audrey Iii,Audrey Iii,FALSE
pinecone,pinecone,pinecone,TRUE
hermit crab,hermit crab,hermit crab,TRUE
crab king,crab king,crab king,TRUE
headache,headache,migraine,TRUE
risk,risk,danger,TRUE
Squidward,human,Spongebob,TRUE
love,river,poetry,TRUE
wormhole,human,time traveler,TRUE
haunted house,haunted house,haunted mansion,TRUE
tree,pinecone,pine tree,TRUE
Minnie Mouse,Minnie Mouse,Minnie Mouse,TRUE
Disney,Disney,Disneyland,TRUE
birthday,birthday,cake,TRUE
Flying Fisherman,fishing,fishing pole,TRUE
campfire,cactus,s'more,TRUE
Adam,dustnami,adamantium,TRUE
king,Adam,man,TRUE
car,engine,racecar,TRUE
Cheshire Cat,mist,smile,TRUE
coral frog,coral flytrap,coral snake,FALSE
commandments,Moses,Ten Commandments,TRUE
muddy dragon,bog wizard,swamp thing,TRUE
nymph,dryad,drynymph,FALSE
architect,engineer,architect,TRUE
cactus,water,prickly pear,TRUE
cactus,Pinocchio,lying,TRUE
love,lunatic,stalker,TRUE
beehive,castle,beekeeper,TRUE
gold bar,gold bar,gold ingot,TRUE
king,muddy wizard,muddy king,FALSE
counterfeit,counterfeit,fake,TRUE
snowboard,sandstorm,sandboard,TRUE
witch,witch,witch hut,TRUE
fire,soup,chili,TRUE
dice,sink,snake eyes,TRUE
Saturn,god,Chronos,TRUE
heaven,heaven,sky,TRUE
Michael Jackson,king,king of pop,TRUE
human,apple pie,obesity,TRUE
wolfman,werewolf,werewolfman,FALSE
double rainbow,unicorn,[not],FALSE
chai,tea,[not],FALSE
Little Shop Of Horrors,Little Shop Of Horrors,Big Shop Of Horrors,FALSE
megalodon,Cthulhu,Cthulhudon,FALSE
human,black hole,[not],FALSE
cactus,pot,[not],FALSE
love,family,home,TRUE
house,roof,home,TRUE
floor,house,home,TRUE
heart,Hera,love,TRUE
Tinkerbell,Peter Pan,love,TRUE
fountain,cupid,love,TRUE
Eros,cupid,love,TRUE
love potion,wizard,love,TRUE
cupid,love potion,love,TRUE
Adam,Eve,human,TRUE
heat,heat,fire,TRUE
Lord of the Rings,planet,Middle Earth,TRUE
Dracula,adultery,vampire,TRUE
Lincoln,Edward,vampire,TRUE
Dracula,doctor,vampire,TRUE
Dracula,drunk,vampire,TRUE
Dracula,treant,vampire,TRUE
dinner,Dracula,vampire,TRUE
swamp wizard,fire,dragon,TRUE
Bahamut,human,dragon,TRUE
tsunami,Nautilus,atlantis,TRUE
Lord of the Rings,Lord of the Rings,Lord Of The Rings,TRUE
eagle,hobbit,Lord of the Rings,TRUE
wizard,hobbit,Lord of the Rings,TRUE
fishing pole,fishing,fish,TRUE
Pisces,Aquarius,fish,TRUE
river,waterfall,water,TRUE
geyser,waterfall,volcano,TRUE
naiad,siren,mermaid,TRUE
Poseidon's trident,Poseidon,tsunami,TRUE
nest,nest,tree,TRUE
treant,treant,tree,TRUE
treant,vampire,tree,TRUE
treant,forest,tree,TRUE
Bigfoot,crown,king,TRUE
adultery,vampire,Dracula,TRUE
vampire,Batman,Dracula,TRUE
vampire,doctor,Dracula,TRUE
vampire,drunk,Dracula,TRUE
vampire,dinner,Dracula,TRUE
swamp wizard,magic,wizard,TRUE
divorce,cinder,ash,TRUE
Superman,hero,Batman,TRUE
Batman,Batman,Batman,TRUE
Batman,Dracula,Batman,TRUE
vampire,citizen,Batman,TRUE
penny,Batman,Batman,TRUE
planet,crown,sun,TRUE
light,light,sun,TRUE
fire,heat,sun,TRUE
pharaoh,Ra,sun,TRUE
trident,Poseidon's trident,Poseidon,TRUE
pine tree,pine tree,forest,TRUE
treant,tree,forest,TRUE
archangel,Jesus,god,TRUE
religion,faith,god,TRUE
angel,Jesus,god,TRUE
cider,apple cider,apple,TRUE
apple cider,apple juice,apple,TRUE
tile,roof,house,TRUE
roof,roof,house,TRUE
drunk,queen,party,TRUE
time machine,planet,dinosaur,TRUE
dragon-rex,obesity,dinosaur,TRUE
time machine,t-rex,dinosaur,TRUE
Nautilus,ship,pirate,TRUE
treasure,chest,pirate,TRUE
nose ring,human,pirate,TRUE
chest,human,pirate,TRUE
Lord of the Rings,earth,hobbit,TRUE
hobbit,hobbit,hobbit,TRUE
faith,god,angel,TRUE
prayer,faith,angel,TRUE
Michael Jackson,thriller,zombie,TRUE
hobbit,ring,Gollum,TRUE
Lord of the Rings,fire,Gollum,TRUE
Lord of the Rings,swamp,Gollum,TRUE
Lord of the Rings,dust,Gollum,TRUE
Lord of the Rings,ring,Gollum,TRUE
love,hobbit,Gollum,TRUE
Lord of the Rings,river,Gollum,TRUE
dust,hobbit,Gollum,TRUE
eagle,Lord of the Rings,Gollum,TRUE
crown,angel,queen,TRUE
adultery,marriage,divorce,TRUE
marriage,divorce,divorce,TRUE
divorce,divorce,divorce,TRUE
divorce,freedom,divorce,TRUE
werewolf,werebaby,werewolf,TRUE
baby,werebaby,werewolf,TRUE
werebaby,werebaby,werewolf,TRUE
medicine,werewolf,werewolf,TRUE
darker night,moon,werewolf,TRUE
werewolf,doctor,werewolf,TRUE
darker night,werewolf,werewolf,TRUE
Kermit the Frog,frog prince,prince,TRUE
pegasus,alicorn,unicorn,TRUE
Frankenstein,doctor,monster,TRUE
child,bride,family,TRUE
snowzilla,snowzilla,snowman,TRUE
zoo,safari,lion,TRUE
safari,jungle,lion,TRUE
tea,medicine,tea,TRUE
war,god,Zeus,TRUE
Hera,love,Zeus,TRUE
Hades,Poseidon,Zeus,TRUE
king,Hades,Zeus,TRUE
war,thunder,Zeus,TRUE
Saturn,Rhea,Zeus,TRUE
Titan,Rhea,Zeus,TRUE
Titan,Olympus,Zeus,TRUE
Lord of the Rings,Jupiter,Sauron,TRUE
